"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miRNA","Rank"
"hsa-mir-1268b_hsa-miR-1268b",12.2990915204025,-1.79942207132277,0.386499909995004,-4.65568561541459,3.22904344063967e-06,3.2446678443847e-05,"hsa-miR-1268b",-8.07729933587435
"hsa-mir-338_hsa-miR-338-5p",14.7705540575213,-0.972256754105325,0.262087124856763,-3.70967003677379,0.000207529540539735,0.00117537185232959,"hsa-miR-338-5p",-2.84854186646467
"hsa-mir-1-2_hsa-miR-1",60.2860055265546,-1.73890149247804,0.351075820423821,-4.95306538165695,7.30534150028111e-07,9.48172448890652e-06,"hsa-miR-1",-8.73469811554374
"hsa-mir-3591_hsa-miR-3591-3p",13.3214847777218,-3.23325605425115,0.472229837121726,-6.8467847647198,7.55282204031798e-12,5.22823125679789e-10,"hsa-miR-3591-3p",-30.009935571276
"hsa-mir-3940_hsa-miR-3940-5p",14.5170371246468,-1.2846910895464,0.472855577279742,-2.71687836894514,0.00659008211108659,0.0200274202693022,"hsa-miR-3940-5p",-2.1818872144957
"hsa-mir-24-2_hsa-miR-24-3p",857.987306841329,-0.698284852581812,0.214274003270114,-3.25884074561091,0.0011186844564353,0.00458513431815259,"hsa-miR-24-3p",-1.63304243025613
"hsa-mir-27a_hsa-miR-27a-3p",435.816445616406,-0.8202429665874,0.304750365774127,-2.69152414141922,0.00711263503468503,0.0215105418767416,"hsa-miR-27a-3p",-1.36763100224697
"hsa-mir-330_hsa-miR-330-3p",22.3839766885297,-0.991351416466102,0.246316751013622,-4.02470157789341,5.70476109166118e-05,0.000422414152943604,"hsa-miR-330-3p",-3.34507895645033
"hsa-mir-642a_hsa-miR-642a-3p",7.34760822081424,-1.25320162919433,0.332292003277091,-3.77138666243891,0.000162342890373091,0.000954147365117317,"hsa-miR-642a-3p",-3.78515083217694
"hsa-mir-150_hsa-miR-150-5p",826.332079217391,-1.38269523423576,0.276258194152529,-5.00508315591296,5.58379209312622e-07,7.56239668264703e-06,"hsa-miR-150-5p",-7.08125316533239
"hsa-let-7e_hsa-let-7e-5p",6.65077772271028,-1.09266534621824,0.28528581643478,-3.83007245110636,0.000128105535331316,0.000798097485114096,"hsa-let-7e-5p",-3.38501611636628
"hsa-mir-125a_hsa-miR-125a-5p",150.528974391892,-0.695839619811257,0.273699495752434,-2.54234892869754,0.0110110189407066,0.0307048599823871,"hsa-miR-125a-5p",-1.05266122157401
"hsa-mir-6803_hsa-miR-6803-3p",6.58748358410761,-0.650336823512421,0.218109096154757,-2.98170427083417,0.00286648745366546,0.0101467141115544,"hsa-miR-6803-3p",-1.2965599908112
"hsa-mir-4433_hsa-miR-4433-5p",17.9881216103412,-1.24250974169169,0.301047176235963,-4.12729246368285,3.67059444110241e-05,0.000282318560099605,"hsa-miR-4433-5p",-4.40999083360575
"hsa-mir-1285-2_hsa-miR-1285-3p",12.7017216760811,-1.47119795709381,0.291759296232203,-5.04250584674746,4.59474711953747e-07,6.50574421698146e-06,"hsa-miR-1285-3p",-7.63066688068036
"hsa-mir-10b_hsa-miR-10b-5p",199.727584959404,-1.11091527563715,0.311715536462178,-3.56387521855826,0.000365419717689306,0.00183593938806804,"hsa-miR-10b-5p",-3.03962156723471
"hsa-mir-26b_hsa-miR-26b-5p",552.591754678046,-1.08154947758948,0.295728627992481,-3.65723631469652,0.000254949313245794,0.00139327563291342,"hsa-miR-26b-5p",-3.08886524548487
"hsa-mir-1292_hsa-miR-1292-5p",16.3392611787628,-0.745057790643905,0.279290779951622,-2.66767771844441,0.00763774831206034,0.0229511510395999,"hsa-miR-1292-5p",-1.22129539924566
"hsa-mir-103a-2_hsa-miR-103a-3p",3631.51111055703,-0.902017870771214,0.257522089734074,-3.50268154356261,0.000460599784888981,0.00224182551551434,"hsa-miR-103a-3p",-2.38980451614095
"hsa-mir-296_hsa-miR-296-3p",3.93892175175476,-0.850999298541178,0.363176540715213,-2.34321109195347,0.0191185627236492,0.0486157737829938,"hsa-miR-296-3p",-1.11755167949911
"hsa-mir-1-1_hsa-miR-1",46.7801823978521,-1.20782181096945,0.326821882212552,-3.69565771665168,0.000219318281986369,0.00123094855565323,"hsa-miR-1",-3.51447170974444
"hsa-mir-3196_hsa-miR-3196",26.8526330645343,-0.644922712552383,0.254681825920804,-2.53226829288137,0.0113327242041692,0.0313790541297664,"hsa-miR-3196",-0.969551106944118
"hsa-mir-941-1_hsa-miR-941",2.86997089015579,-0.734103690974848,0.267822898269663,-2.74100420732398,0.0061251723171122,0.0189849868336363,"hsa-miR-941",-1.26382535290403
"hsa-mir-941-2_hsa-miR-941",3.09782113117161,-0.64822922331541,0.262319722904445,-2.47114176600262,0.0134682415257537,0.0364813672632373,"hsa-miR-941",-0.93210752973639
"hsa-mir-941-3_hsa-miR-941",2.81999610470959,-0.703662666295773,0.255702045064709,-2.75188517212563,0.00592532934863771,0.0185573272371422,"hsa-miR-941",-1.21838105192116
"hsa-mir-941-4_hsa-miR-941",2.74898438976433,-0.786664318657573,0.264431028894048,-2.97493195843054,0.00293053541288402,0.0103148223854618,"hsa-miR-941",-1.56273875569435
"hsa-let-7c_hsa-let-7c-5p",5.8124788409264,-1.60348820361751,0.290833276575981,-5.51342756405179,3.51911910895776e-08,7.39229191889663e-07,"hsa-let-7c-5p",-9.83134037300407
"hsa-mir-6815_hsa-miR-6815-5p",6.84520833293057,-1.46036282820198,0.309572912890729,-4.71734692342883,2.38940054225306e-06,2.44032219315353e-05,"hsa-miR-6815-5p",-6.73600069668572
"hsa-mir-185_hsa-miR-185-3p",48.8819414459941,-0.71512765397503,0.25988023670971,-2.75175851395671,0.00592762138072438,0.0185573272371422,"hsa-miR-185-3p",-1.23823250122776
"hsa-mir-1306_hsa-miR-1306-5p",49.0663569543665,-0.899868823693521,0.237362734912919,-3.79111246769066,0.000149974017539088,0.000898402047373574,"hsa-miR-1306-5p",-2.74147670786953
"hsa-mir-130b_hsa-miR-130b-5p",7.81500859373689,-1.08081269616934,0.250487312996351,-4.31484007409621,1.59718486676151e-05,0.000138200857221169,"hsa-miR-130b-5p",-4.17138499633804
"hsa-let-7a-3_hsa-let-7a-5p",87.3907605494323,-1.45387123026224,0.270034815785937,-5.38401400586347,7.28428318790804e-08,1.37518437153537e-06,"hsa-let-7a-5p",-8.52206840880199
"hsa-let-7a-3_hsa-let-7a-3p",5.51099110535225,-1.27815057786544,0.25890605331908,-4.93673501055701,7.94412943608611e-07,1.01003931401666e-05,"hsa-let-7a-3p",-6.38520791645456
"hsa-let-7b_hsa-let-7b-5p",1055.66786855804,-1.10417932911675,0.285548422948203,-3.86687244746943,0.000110240049351192,0.000704052618432272,"hsa-let-7b-5p",-3.4808092659102
"hsa-mir-885_hsa-miR-885-5p",14.1981258925562,-0.861249945917645,0.316090319565264,-2.72469573602307,0.0064360768223966,0.0196552738252602,"hsa-miR-885-5p",-1.46974103410396
"hsa-mir-1226_hsa-miR-1226-3p",3.52501866990366,-0.589118373272481,0.214365816336663,-2.74819177488292,0.00599249476986802,0.0186666212081389,"hsa-miR-1226-3p",-1.01854695367609
"hsa-mir-191_hsa-miR-191-5p",2410.71326601039,-0.727068655350355,0.25028192288248,-2.90499867899668,0.00367254650225845,0.0125714091808078,"hsa-miR-191-5p",-1.38187834689399
"hsa-let-7g_hsa-let-7g-5p",2073.012815289,-0.670300203850667,0.251625007855494,-2.66388547610344,0.00772438551461412,0.0230253214143761,"hsa-let-7g-5p",-1.09781385228293
"hsa-mir-4446_hsa-miR-4446-3p",5.69332099965721,-1.23512927104258,0.332595607649093,-3.71360668221965,0.000204326272755657,0.00116784649474105,"hsa-miR-4446-3p",-3.6221576865813
"hsa-mir-7976_hsa-miR-7976",5.49597876891217,-0.865009527510233,0.283769269397712,-3.04828471858908,0.00230151753111004,0.00839842900570969,"hsa-miR-7976",-1.79558845934447
"hsa-mir-15b_hsa-miR-15b-5p",838.135476701906,-1.21644472229963,0.266287714649662,-4.56815938316954,4.92025840595506e-06,4.86558886811111e-05,"hsa-miR-15b-5p",-5.24636136948735
"hsa-mir-15b_hsa-miR-15b-3p",176.518645203361,-1.83540989440714,0.301474149047212,-6.08811700839963,1.14246366718407e-09,4.44846790409798e-08,"hsa-miR-15b-3p",-13.4935472606338
"hsa-mir-16-2_hsa-miR-16-5p",5475.31383894011,-3.2343877897996,0.391071444504626,-8.2705803127524,1.33308538409106e-16,4.15256097144365e-14,"hsa-miR-16-5p",-43.281555278815
"hsa-mir-16-2_hsa-miR-16-2-3p",397.847441912782,-2.39101533088102,0.298427372137904,-8.01205101848408,1.12811047151115e-15,2.34270941250482e-13,"hsa-miR-16-2-3p",-30.1991968852559
"hsa-mir-551b_hsa-miR-551b-3p",5.3472532377037,-0.669648677620755,0.244658529282367,-2.73707472854092,0.00619882100285991,0.0190239679053287,"hsa-miR-551b-3p",-1.15226373989333
"hsa-mir-4448_hsa-miR-4448",6.88435887180162,-0.71979880386609,0.230780443214196,-3.1189766075543,0.00181480368787006,0.00689404083867712,"hsa-miR-4448",-1.5558639360443
"hsa-mir-1224_hsa-miR-1224-5p",16.799881380833,-1.98308321182357,0.359906836415921,-5.50999039521397,3.5885327937565e-08,7.39229191889663e-07,"hsa-miR-1224-5p",-12.1587212175577
"hsa-mir-95_hsa-miR-95-3p",5.76701553375903,-1.45680187547303,0.275021602783995,-5.29704525290407,1.17691536326948e-07,2.03671742032469e-06,"hsa-miR-95-3p",-8.29076031607031
"hsa-mir-574_hsa-miR-574-3p",48.9481205025163,-1.00442350289517,0.229238358482741,-4.38156820500348,1.17828146345058e-05,0.000107951375254369,"hsa-miR-574-3p",-3.98431884720124
"hsa-mir-576_hsa-miR-576-5p",5.68835243714288,-1.91645127725312,0.277997519244667,-6.89377114752754,5.43324074438645e-12,4.23113622969095e-10,"hsa-miR-576-5p",-17.9639384384183
"hsa-mir-548t_hsa-miR-548t-3p",3.25731673642787,-0.923873946123905,0.278081641097038,-3.32231190264557,0.000892748397868335,0.00375798818832414,"hsa-miR-548t-3p",-2.240435514204
"hsa-mir-887_hsa-miR-887-3p",12.6763860012907,-0.674923434503046,0.273067289538853,-2.47163779903054,0.0134495706010684,0.0364813672632373,"hsa-miR-887-3p",-0.970491907288993
"hsa-mir-4459_hsa-miR-4459",4.0563908499017,-1.05032215685162,0.359093114980962,-2.92492981077431,0.00344533923837683,0.0118588195884462,"hsa-miR-4459",-2.02287692556655
"hsa-mir-1294_hsa-miR-1294",9.68654480026315,-0.882979062161405,0.247548672416028,-3.5668907190804,0.0003612420365815,0.00182970559992093,"hsa-miR-1294",-2.41726006533652
"hsa-mir-103a-1_hsa-miR-103a-3p",3639.851946172,-0.893392697259965,0.256375742836782,-3.48470057024361,0.000492688051570898,0.00234308897808144,"hsa-miR-103a-3p",-2.34981149520832
"hsa-mir-1229_hsa-miR-1229-3p",3.32241457522941,-0.714075932925406,0.251293883177347,-2.84159695372074,0.00448882007498611,0.0148751856740231,"hsa-miR-1229-3p",-1.30500061999297
"hsa-mir-4646_hsa-miR-4646-5p",3.99842048200154,-1.92023559148986,0.364500944572806,-5.26812240154924,1.3782619900812e-07,2.32069518870428e-06,"hsa-miR-4646-5p",-10.8193406568346
"hsa-mir-30c-2_hsa-miR-30c-5p",160.320661767273,-0.684306024963015,0.283119564409246,-2.41702132592243,0.0156481002996692,0.0411340358088352,"hsa-miR-30c-5p",-0.948310384878053
"hsa-mir-1273c_hsa-miR-1273c",5.02504304611568,-0.871656921088686,0.318339389879361,-2.73813718565903,0.00617882954040423,0.0190239679053287,"hsa-miR-1273c",-1.49985910129187
"hsa-mir-196b_hsa-miR-196b-5p",39.6651013536876,-2.03121197926162,0.338207663696478,-6.00581298797686,1.90375526693625e-09,6.58910850722937e-08,"hsa-miR-196b-5p",-14.5864853145356
"hsa-mir-550a-3_hsa-miR-550a-3p",32.1830672410377,-0.629901209701698,0.222733535025929,-2.82804836563282,0.00468327304368808,0.0154374555884533,"hsa-miR-550a-3p",-1.14101834450107
"hsa-mir-550a-3_hsa-miR-550a-3-5p",6.93225245153978,-1.59228908347684,0.275990617480356,-5.7693594732081,7.9573401689076e-09,2.25337405692247e-07,"hsa-miR-550a-3-5p",-10.584210988414
"hsa-mir-550a-1_hsa-miR-550a-5p",6.08616594935897,-1.88412224124508,0.263326983953642,-7.15506710689691,8.36319998550551e-13,7.4432479870999e-11,"hsa-miR-550a-5p",-19.082837559755
"hsa-mir-550a-1_hsa-miR-550a-3p",30.7661985099466,-0.690484110974127,0.225172304169987,-3.06646997959779,0.00216602557835882,0.00800688246584319,"hsa-miR-550a-3p",-1.44762517344586
"hsa-mir-550a-2_hsa-miR-550a-5p",7.48390560000111,-1.24654802202801,0.295276302817208,-4.22163245114761,2.42539368159554e-05,0.000198818455741318,"hsa-miR-550a-5p",-4.61415148376397
"hsa-mir-550a-2_hsa-miR-550a-3p",31.9847183037079,-0.708350642935185,0.213061619438574,-3.32462808084214,0.000885365558690719,0.00375226355826067,"hsa-miR-550a-3p",-1.71825087534373
"hsa-mir-590_hsa-miR-590-5p",124.81116423305,-0.712952839952029,0.257458956120383,-2.76919028452312,0.00561958043205195,0.0177715665440018,"hsa-miR-590-5p",-1.24786302427289
"hsa-mir-590_hsa-miR-590-3p",9.44605069318569,-1.4988574296943,0.309687589287699,-4.83990150571344,1.29903493637358e-06,1.4987014173347e-05,"hsa-miR-590-3p",-7.23091523831028
"hsa-mir-1285-1_hsa-miR-1285-3p",12.9376133002176,-1.37003230343994,0.278339829682453,-4.92215686487613,8.55955593155224e-07,1.04560849908962e-05,"hsa-miR-1285-3p",-6.82362521808326
"hsa-mir-489_hsa-miR-489-3p",28.4903196204383,-1.59545978549185,0.313468878331604,-5.08969118077517,3.58647111869646e-07,5.44968660231194e-06,"hsa-miR-489-3p",-8.39790755313643
